,urls
575,https://medium.com/sports-kitchen/lionel-messi-the-best-ever-bbad227f2bd5?source=topic_page---------1258------------------1
576,https://medium.com/@peter.forte/the-question-is-not-if-we-should-pay-college-athletes-but-how-e545e94b7c18?source=topic_page---------1259------------------1
577,https://medium.com/@David_42017/mental-shift-champions-use-when-facing-adversity-409e92242e5?source=topic_page---------1260------------------1
578,https://gothamsn.com/the-islanders-stood-pat-at-the-deadline-now-what-555b5392d9a8?source=topic_page---------1261------------------1
579,https://medium.com/@asktumma/hey-boston-tryna-win-a-ring-8a2526c4196e?source=topic_page---------1262------------------1
580,https://towardsdatascience.com/rating-sports-teams-elo-vs-win-loss-d46ee57c1314?source=topic_page---------1263------------------1
581,https://medium.com/sportsraid/nba-draft-stock-deandre-hunter-up-coby-white-down-virginia-unc-2019-d00f481da8dc?source=topic_page---------1264------------------1
582,https://medium.com/@drjohngerdy/rethinking-the-coach-on-that-pedestal-8476015f67e3?source=topic_page---------1265------------------1
583,https://medium.com/@hmichaelharvey/cau-and-morehouse-split-double-hitter-in-oldest-hbcu-baseball-rivalry-653a1ab4ee?source=topic_page---------1266------------------1
584,https://medium.com/@mibowden505/nike-stocks-fell-2-because-of-a-shoe-d9573a70f7d4?source=topic_page---------1267------------------1
585,https://medium.com/@stefanchch/jeremy-lin-the-raptors-and-the-legacy-of-linsanity-84960c8c4380?source=topic_page---------1268------------------1
586,https://medium.com/@pandebonousa/champions-league-recap-tough-round-of-16-matches-11a5a1c0e594?source=topic_page---------1269------------------1
587,https://medium.com/the-passion-of-christopher-pierznik-books-rhymes/nba-superteams-are-nothing-new-110ebc7c34b5?source=topic_page---------1270------------------1
588,https://medium.com/@desiduncker/promotion-and-relegation-in-u-s-sports-c6aae9e4765d?source=topic_page---------1271------------------1
589,https://medium.com/smoky-mountain-source/life-in-the-21st-century-the-rise-and-fall-of-a-football-team-and-a-shopping-mall-in-knoxville-tn-68bc05ec40cd?source=topic_page---------1272------------------1
590,https://medium.com/@four4thefire/gotta-be-the-shoes-and-that-might-be-the-problem-ce8c194ca8c5?source=topic_page---------1273------------------1
591,https://medium.com/feministly/mokgadi-caster-semenya-and-the-struggle-for-womanhood-4501994f09ce?source=topic_page---------1274------------------1
592,https://medium.com/where-others-wont/dependable-performers-are-more-important-than-all-stars-7c63113564d7?source=topic_page---------1275------------------1
593,https://gritsandgospel.com/south-side-sox-side-c35a1d5f29a7?source=topic_page---------1276------------------1
594,https://medium.com/@williamfleitch/2019-mlb-tortured-fanbase-rankings-95da1a54bdde?source=topic_page---------1277------------------1
595,https://medium.com/@kevinjshay44/college-sports-continue-to-exploit-athletes-for-754f1c3130f5?source=topic_page---------1278------------------1
596,https://medium.com/the-spax/dont-snub-him-again-james-harden-is-the-nba-s-mvp-7ea7fd9c6e51?source=topic_page---------1279------------------1
597,https://medium.com/the-cheap-seats/what-otto-porters-emergence-means-for-the-bulls-draft-plans-d9807f7e91b8?source=topic_page---------1280------------------1
598,https://medium.com/sportsraid/is-any-nba-player-worth-10-years-300-million-dollars-manny-machado-sports-contracts-ba11973afe45?source=topic_page---------1281------------------1
599,https://medium.com/the-cheap-seats/white-sox-mired-in-mediocrity-still-e493f00c22bb?source=topic_page---------1282------------------1
600,https://medium.com/im-not-a-headline-guy/much-ado-machado-about-nothing-e067a99adc46?source=topic_page---------1283------------------1
601,https://medium.com/@PastorSwish/albert-pujols-a-moment-of-appreciation-for-one-of-the-greatest-players-of-our-time-and-all-time-7bf3f17f49a3?source=topic_page---------1284------------------1
602,https://medium.com/@ryankamber9/no-manny-no-problem-heres-why-the-yankees-will-still-thrive-in-2019-d55602a6539f?source=topic_page---------1285------------------1
603,https://medium.com/@molly_88992/money-makes-the-wheel-go-round-6c0bae0b27f5?source=topic_page---------1286------------------1
604,https://medium.com/@randy.narine1/the-inebriatti-a-colourful-chapter-in-toronto-fc-supporter-culture-history-77c32ee89153?source=topic_page---------1287------------------1
605,https://medium.com/@briantinsman/collapse-timeline-of-the-2018-redskins-demise-e35e28e01169?source=topic_page---------1288------------------1
606,https://medium.com/@ashleyshall/a-walk-down-premium-lane-a79cc0cfdfc?source=topic_page---------1289------------------1
607,https://medium.com/transparency-in-government/heres-why-the-utah-jazz-should-have-been-contenders-for-three-seasons-now-and-why-dennis-ce5d5bd5a185?source=topic_page---------1290------------------1
608,https://medium.com/@kitanyaharrison/why-the-american-people-need-to-know-what-colin-kaepernick-has-on-the-nfl-6765ac9b26c8?source=topic_page---------1291------------------1
609,https://medium.com/@thetim_dix/video-analysis-dwayne-haskins-arm-strength-release-time-and-decision-making-measured-14eb82d6ff6e?source=topic_page---------1292------------------1
610,https://marinersblog.mlblogs.com/mariners-spring-training-day-6-73fb62666649?source=topic_page---------1293------------------1
611,https://medium.com/@awhiteside5079/ranking-nfl-quarterbacks-7d5e01e8cfb1?source=topic_page---------1294------------------1
612,https://medium.com/@asktumma/is-eddie-jackson-the-best-safety-in-the-nfl-415da9922e45?source=topic_page---------1295------------------1
613,https://medium.com/@aliceluetchford/what-do-you-say-to-a-visually-impaired-ski-racer-c6c9e7d02565?source=topic_page---------1296------------------1
614,https://medium.com/@sushrutanandy/ronaldo-and-messi-are-eerily-similar-328ee1b18d30?source=topic_page---------1297------------------1
615,https://medium.com/the-intermission/linsanity-2-0-94081c6f3884?source=topic_page---------1298------------------1
616,https://medium.com/@kotalov16/a-modest-proposal-the-mlb-should-only-play-a-season-once-every-four-years-5325464b27c5?source=topic_page---------1299------------------1
617,https://medium.com/@cricketsoccer/stings-of-holders-absence-and-the-west-indian-bid-for-a-bright-future-cb038858b86b?source=topic_page---------1300------------------1
618,https://lifeinrepeat.com/welcome-to-the-pascal-siakam-show-df4b7194a65b?source=topic_page---------1301------------------1
619,https://medium.com/@Trevor_Huffman/not-everyone-gets-a-dwayne-wade-retiring-tour-a-pro-athletes-last-game-e704034883fb?source=topic_page---------1302------------------1
620,https://medium.com/sportsraid/eastern-conference-second-team-nba-all-stars-2019-248fe50f478?source=topic_page---------1303------------------1
621,https://medium.com/@grulescribe/how-one-tiny-canada-town-defines-hockey-2df33de34aa0?source=topic_page---------1304------------------1
622,https://dodgers.mlblogs.com/dodgers-announce-2019-non-roster-invitees-for-spring-training-caff30823572?source=topic_page---------1305------------------1
623,https://medium.com/the-intermission/the-knicks-roadmap-to-a-record-breaking-losing-streak-f1635064bf66?source=topic_page---------1306------------------1
624,https://medium.com/the-word-is-not-enough/where-legacy-ends-and-myth-begins-4e74f66d8f5b?source=topic_page---------1307------------------1
625,https://medium.com/@fermatagirl/advantage-miss-williams-d51ef581447d?source=topic_page---------1308------------------1
626,https://medium.com/@robertdcobb/kareem-hunt-browns-signing-of-troubled-running-back-putting-team-at-odds-with-fans-7c37b540b6d5?source=topic_page---------1309------------------1
627,https://medium.com/something-tangible/similarity-scores-for-pitches-9dee9714f800?source=topic_page---------1310------------------1
628,https://medium.com/@lucindatrew/politics-and-basketball-8121ffdd3699?source=topic_page---------1311------------------1
629,https://medium.com/@thetim_dix/video-analysis-quantifying-the-arm-legs-and-mind-of-qb-kyler-murray-a0fae27c7594?source=topic_page---------1312------------------1
630,https://medium.com/@thesportstrifecta/the-road-to-may-the-prep-circuits-3a1c13e03ed0?source=topic_page---------1313------------------1
631,https://medium.com/@hollisolivermclain/the-aaf-what-we-learned-last-night-1e345da104d4?source=topic_page---------1314------------------1
632,https://marinersblog.mlblogs.com/on-edgar-martinezs-proudest-day-he-ll-be-thinking-of-the-people-who-got-him-to-cooperstown-15b1e4daa1ca?source=topic_page---------1315------------------1
633,https://medium.com/@mikedemilio/wheels-869f100dea26?source=topic_page---------1316------------------1
634,https://towardsdatascience.com/just-how-good-is-novak-djokovic-401ce07c7ef3?source=topic_page---------1317------------------1
635,https://medium.com/@LucasCasaletto/the-toronto-marlies-are-helping-shape-the-present-and-future-89911c1a1b48?source=topic_page---------1318------------------1
636,https://medium.com/im-not-a-headline-guy/the-sights-and-sounds-of-steinbrenner-field-33489dfcd5c3?source=topic_page---------1319------------------1
637,https://medium.com/@cricketsoccer/can-bangladesh-create-history-without-shakib-al-hasan-924fd7a8579f?source=topic_page---------1320------------------1
638,https://medium.com/@evangelo/why-the-greek-freak-matters-even-outside-of-basketball-529c1cd810d1?source=topic_page---------1321------------------1
639,https://medium.com/@lord_mitch/what-happened-to-luis-severino-in-2018-f66ebaa07128?source=topic_page---------1322------------------1
640,https://blog.usejournal.com/how-simple-arithmetic-cost-the-rams-a-chance-to-win-the-super-bowl-8cf37c4f0090?source=topic_page---------1323------------------1
641,https://medium.com/@hazalsenkoyuncu/the-stories-of-sexual-abuse-from-the-sporting-world-d4a064b80371?source=topic_page---------1324------------------1
642,https://medium.com/the-intermission/the-warriors-are-just-another-villain-and-thats-a-good-thing-61cb442b34d5?source=topic_page---------1325------------------1
643,https://medium.com/sportsraid/2019-nba-trade-deadline-winners-and-losers-ranked-porzingis-gasol-porter-barnes-harris-1bdd9e79d2d7?source=topic_page---------1326------------------1
644,https://medium.com/@ebenberg/super-bowl-liii-a-defensive-standoff-trumped-by-bradys-dynasty-bf68c97f07b9?source=topic_page---------1327------------------1
645,https://medium.com/a-rough-cut/the-case-for-being-a-fan-7ab317e8300a?source=topic_page---------1328------------------1
646,https://medium.com/@possywrites/tobias-harris-who-won-the-trade-271e8f55034a?source=topic_page---------1329------------------1
647,https://medium.com/@BeerBoard/beerboards-2019-big-game-pour-report-328063305798?source=topic_page---------1330------------------1
648,https://medium.com/@evangelo/my-brow-will-go-on-the-life-of-the-small-market-fan-91cbdc397e6e?source=topic_page---------1331------------------1
649,https://medium.com/ucla-magazine/bill-walton-still-truckin-2060b853fe8c?source=topic_page---------1332------------------1
650,https://medium.com/@lonshapiro/a-super-bowl-requiem-for-the-rams-85bb9dd71190?source=topic_page---------1333------------------1
651,https://medium.com/@thepopguru/does-creating-change-involve-working-with-the-opposition-b41c36cea7df?source=topic_page---------1334------------------1
652,https://medium.com/@SunilSharmaUK/jesse-owens-defying-hitler-the-power-of-sport-e371c170dc78?source=topic_page---------1335------------------1
653,https://medium.com/@victoriavouloumanos/tennis-player-naomi-osaka-speaks-english-so-she-cant-possibly-be-japanese-61e4814d7b00?source=topic_page---------1336------------------1
654,https://medium.com/nautilus-magazine/running-is-always-blind-a402db081d92?source=topic_page---------1337------------------1
655,https://medium.com/@collinbwriting/im-finally-done-with-the-patriots-f9d1f1b8f53f?source=topic_page---------1338------------------1
656,https://medium.com/@riley.poole/say-hey-kid-44be92157b11?source=topic_page---------1339------------------1
657,https://medium.com/sportsraid/nba-draft-stock-2019-hot-or-not-kevin-porter-keldon-johnson-jontay-porter-matisse-thybulle-65d36d4dc17c?source=topic_page---------1340------------------1
658,https://medium.com/s/story/super-bowl-liii-and-the-great-deflation-e80408290303?source=topic_page---------1341------------------1
659,https://medium.com/@wjgamdg/a-sense-of-place-b5d6b3a4fa75?source=topic_page---------1342------------------1
